T,Rs
K,¦¸
,#20210429
300.004455566406,891.021200070849
299.602447509766,891.125883214615
299.307052612305,891.316151960785
299.03645324707,891.565620165059
298.718200683594,891.774668160233
298.433547973633,891.822928873699
298.129302978516,892.082348824295
297.822952270508,892.021505342372
297.532592773438,892.259982239966
297.231552124023,892.48844022863
296.934448242188,892.742180558748
296.626403808594,892.949859020757
296.340255737305,893.097324745328
296.030990600586,893.142387934667
295.722900390625,893.466608120787
295.441558837891,893.566738807828
295.136642456055,893.595872778799
294.83464050293,893.728772977942
294.519561767578,894.192098604091
294.22639465332,894.255812557446
293.930404663086,894.542935623468
293.621597290039,894.757803404566
293.330749511719,894.891652640549
293.026504516602,894.925379949831
292.736511230469,894.848861299402
292.42741394043,895.031803481158
292.122604370117,895.075482536765
291.82145690918,895.468097617954
291.512557983398,895.581885675169
291.223098754883,895.715702789905
290.935348510742,895.932591289446
290.638061523438,896.253949764476
290.329956054688,896.311300790824
290.029495239258,896.537761421951
289.717697143555,896.374786975338
289.432403564453,896.455785079657
289.1171875,896.626897882199
288.816101074219,896.857008655025
288.516998291016,897.074583381204
288.227645874023,897.265754442402
287.916900634766,897.32853103937
287.637893676758,897.501851447611
287.322937011719,897.540072811351
287.029296875,897.871458955653
286.723159790039,897.750163286995
286.434204101563,897.707377786076
286.139602661133,897.825697859223
285.819152832031,898.493282494638
285.519744873047,898.564308411841
285.227249145508,898.516044778263
284.92219543457,898.466943072152
284.619964599609,898.627076248468
284.319107055664,898.705352807139
284.032897949219,898.78727366728
283.717742919922,899.240276692709
283.432998657227,899.333136297488
283.108001708984,899.497944575292
282.826400756836,899.569472751991
282.528945922852,899.77614085478
282.22509765625,899.823490492877
281.91960144043,899.868798971738
281.617141723633,899.874904928769
281.326553344727,899.83577248966
281.029098510742,900.059666341146
280.730941772461,900.264877307368
280.409301757813,900.469688218061
280.135009765625,900.419622874541
279.816452026367,900.56171267042
279.52604675293,900.672779181986
279.218704223633,900.853925494025
278.925888061523,901.064214537378
278.620651245117,901.18354788986
278.329345703125,901.392960899204
278.02229309082,901.401145976946
277.72184753418,901.456143391927
277.41975402832,901.424287875307
277.117904663086,901.688292403876
276.822906494141,902.019736950444
276.522796630859,902.188195369946
276.227157592773,902.161794625077
275.918594360352,902.151810757507
275.626800537109,902.059748343674
275.309600830078,902.215440027574
275.014297485352,902.218170333564
274.714797973633,902.386179055607
274.412155151367,902.493610026042
274.120742797852,902.39528688917
273.83186340332,902.290916197534
273.529403686523,902.416513193169
273.218292236328,902.42743733724
272.920104980469,902.634403291591
272.631057739258,903.069322054995
272.3291015625,903.166751637179
272.018157958984,903.226832969517
271.714904785156,903.074750545726
271.410446166992,903.14027204925
271.124496459961,903.325048062194
270.814346313477,903.569251302084
270.520141601563,903.720939510571
270.218551635742,903.750996237363
269.921890258789,903.869351351869
269.616302490234,903.771510033701
269.327941894531,903.843444106159
269.021347045898,903.886217926625
268.726287841797,904.183818359375
268.423049926758,904.307637005975
268.111236572266,904.349531872319
267.81819152832,904.078460669424
267.507751464844,904.150435623468
267.219741821289,904.296978592218
266.924453735352,904.285146292892
266.617401123047,904.64793241613
266.327789306641,904.655218098959
266.013092041016,904.779944900812
265.720748901367,904.72843410118
265.426055908203,904.685654440488
265.113998413086,904.734811628753
264.825607299805,904.838171961167
264.516647338867,904.902221727559
264.208953857422,904.898577426088
263.91374206543,904.980512886796
263.606857299805,905.043847225414
263.302551269531,905.096660395604
263.012908935547,905.065698433671
262.718292236328,905.125768085554
262.415313720703,905.136689309513
262.111053466797,905.182202196309
261.829238891602,905.161659198836
261.504608154297,905.306651587393
261.220245361328,905.374027362899
260.912948608398,905.44045994179
260.6123046875,905.659605688956
260.313247680664,905.670515232461
260.013549804688,905.532160261566
259.722503662109,905.529999377681
259.409194946289,905.594627326517
259.121643066406,905.436254978554
258.812957763672,905.50376215916
258.516006469727,905.710967562807
258.208648681641,905.702779564951
257.916000366211,905.765564922258
257.622497558594,905.807985409008
257.315887451172,905.858958907782
257.005798339844,905.878073969823
256.698150634766,905.986351773132
256.418304443359,905.949015203738
256.106903076172,906.035506041284
255.800148010254,906.054743748086
255.505805969238,905.991607977176
255.215347290039,906.005271187577
254.907348632813,905.996163354014
254.628799438477,906.331100356159
254.315895080566,906.288311935126
254.016151428223,906.308335152421
253.716499328613,905.910960286458
253.408897399902,905.929707414216
253.123352050781,906.090792547488
252.817100524902,905.94609509038
252.524047851563,906.524195772059
252.210647583008,906.357556583181
251.916748046875,906.422204972809
251.612701416016,906.275174345129
251.306098937988,906.152275534238
251.005950927734,906.228759143306
250.696548461914,905.958978630515
250.405952453613,905.976216059667
250.106750488281,905.988965274586
249.82389831543,905.988045438878
249.504745483398,905.847631788067
249.220794677734,905.963212794883
248.903854370117,905.958657418046
248.614250183105,906.086882515702
248.30899810791,906.295352328432
248.009094238281,906.101442200904
247.710456848145,906.151235973882
247.414398193359,906.143021695007
247.105598449707,905.926381405101
246.816352844238,906.006480114507
246.512351989746,906.112220339308
246.219650268555,906.195983790978
245.92115020752,906.085819594439
245.610855102539,906.109992292816
245.30445098877,906.0016473269
245.013694763184,906.078130935968
244.701454162598,906.057255045573
244.406845092773,906.031601849725
244.113952636719,906.078942727482
243.804649353027,906.018835114123
243.515098571777,905.779485102635
243.207550048828,905.729425599341
242.917297363281,905.600198902804
242.622604370117,905.863359518613
242.297355651855,905.885806429995
242.000244140625,905.854844468061
241.71395111084,905.936788689108
241.406852722168,906.074156661689
241.118553161621,906.048658231848
240.811805725098,905.867471038221
240.501754760742,905.540406661689
240.211204528809,905.635984892005
239.917999267578,905.580461856618
239.610153198242,905.648304850261
239.318351745605,905.616580738741
239.00594329834,905.62751948338
238.708847045898,905.663013461244
238.397247314453,905.240657025506
238.112449645996,905.29163928462
237.802253723145,905.299827282476
237.505699157715,905.281594094669
237.202346801758,905.272495021446
236.90299987793,905.241533059513
236.618698120117,905.002264811199
236.300003051758,905.028166216682
236.016754150391,904.95715782016
235.706802368164,904.874299603631
235.418594360352,904.641344640395
235.105850219727,904.522110571768
234.809043884277,904.432889428233
234.498001098633,904.477762810202
234.207450866699,904.331190640319
233.914497375488,904.076302705652
233.598297119141,904.307929017311
233.307899475098,904.091861069623
232.998550415039,904.01992991728
232.713150024414,903.821441052007
232.397552490234,903.803333429076
232.111251831055,903.518377087163
231.816200256348,903.579381175322
231.505699157715,903.093328306909
231.194396972656,902.939511335785
230.915451049805,902.818455116422
230.607002258301,902.800467218137
230.2978515625,902.832962239584
230.009796142578,902.874836665135
229.695747375488,902.655428107767
229.40495300293,902.503316482843
229.093650817871,902.366774902344
228.802803039551,902.245707002528
228.492401123047,901.880701593138
228.202651977539,901.845207615273
227.910446166992,901.737805845971
227.603149414063,901.604908566943
227.29615020752,901.408022843903
227.000846862793,901.229615598193
226.709899902344,901.067601868873
226.402099609375,901.232451028263
226.111846923828,900.942031154259
225.804901123047,900.945681295956
225.49674987793,900.576587727865
225.203544616699,900.354261977252
224.914497375488,900.199528090533
224.598648071289,900.110315707338
224.310401916504,899.912784639246
224.003845214844,899.676126972274
223.709999084473,899.424941741345
223.402801513672,899.389599609375
223.109550476074,899.282194919961
222.799751281738,899.17296807981
222.507499694824,899.033325338925
222.202346801758,898.877627814799
221.901748657227,898.652761565564
221.606399536133,898.576286716836
221.297645568848,898.558421463312
221.009895324707,898.392696269914
220.707855224609,898.16503839231
220.40934753418,897.787707184436
220.099998474121,897.760386603861
219.801399230957,897.533712804458
219.506454467773,897.309845233992
219.20435333252,897.038993039598
218.912750244141,896.854196585861
218.599899291992,896.604772183287
218.297050476074,896.343988539752
218.010200500488,896.165566693475
217.701797485352,895.983506385953
217.405395507813,895.547629825368
217.107002258301,895.239914119946
216.793151855469,895.062455911076
216.506500244141,894.776556372549
216.192047119141,894.86319029565
215.907096862793,894.787641122855
215.59700012207,894.46535697189
215.308250427246,893.925512695312
215.00350189209,893.752609863282
214.701904296875,893.455021110983
214.391998291016,893.379349293429
214.102653503418,893.136238175934
213.793304443359,892.96782063802
213.499893188477,892.613683890549
213.195152282715,892.505043993184
212.905448913574,892.275625287224
212.595649719238,891.970663248699
212.28929901123,891.623558134191
211.99520111084,891.294943177466
211.7041015625,891.084657054228
211.391250610352,890.83748989928
211.093551635742,890.416240186505
210.809051513672,890.155932521446
210.494743347168,889.932929304535
210.201248168945,889.652250928692
209.907302856445,889.314554419424
209.590400695801,889.067889523974
209.299446105957,889.091924977022
209.002349853516,888.674979511336
208.700050354004,888.443732814415
208.390800476074,888.040996620328
208.101455688477,887.663271197152
207.786849975586,887.277334415211
207.497848510742,887.00699616077
207.186195373535,886.840876752069
206.893745422363,886.468547698376
206.596145629883,886.169963187424
206.286796569824,885.785941999848
205.993797302246,885.540170659084
205.707252502441,885.194251110601
205.39030456543,884.866631912531
205.109649658203,884.614868499158
204.794853210449,884.276196672029
204.501449584961,883.983040651808
204.193397521973,883.742837967218
203.902099609375,883.447865636489
203.59049987793,883.020848699831
203.302947998047,882.714347761566
203.001899719238,882.371132238052
202.699752807617,882.116212182139
202.390449523926,881.559997750077
202.09349822998,881.337943570006
201.800048828125,880.875470616958
201.492897033691,880.482175149356
201.198699951172,880.194812634038
200.889793395996,879.750575788909
200.598907470703,879.43924498315
200.283149719238,878.873508061427
199.989097595215,878.423083496094
199.701698303223,878.105465686275
199.390350341797,877.624920151655
199.099349975586,877.607819967831
198.789649963379,877.37657327091
198.496597290039,876.828497194777
198.192398071289,876.4819235409
197.90015411377,876.046782848882
197.591003417969,875.567948500689
197.281295776367,875.317455336627
196.987403869629,874.917236280255
196.704551696777,874.507532695696
196.392196655273,874.127850796569
196.098747253418,873.693565697764
195.786254882813,873.28478778914
195.497352600098,872.819534888174
195.197303771973,872.168729224111
194.890144348145,871.823744111903
194.598854064941,871.430507046569
194.284049987793,870.850607575061
193.997749328613,870.32728237975
193.681854248047,870.014155704274
193.395545959473,869.561762982537
193.099052429199,869.37393253102
192.787803649902,868.797583917356
192.496849060059,868.479802581189
192.188446044922,867.910176068475
191.895698547363,867.493192641314
191.591293334961,866.979699467677
191.280746459961,866.39015486175
190.996597290039,865.711722005209
190.68049621582,865.342199180454
190.389350891113,864.824340437348
190.078155517578,864.505569182752
189.787704467773,864.047680807675
189.493148803711,863.577028617111
189.194900512695,862.953082155714
188.890151977539,862.52728582644
188.596496582031,862.022053653493
188.284599304199,861.459487974878
187.991195678711,860.951639380362
187.698844909668,860.533000248927
187.390701293945,859.856786678539
187.085250854492,859.446753121171
186.786148071289,859.040731799556
186.500297546387,858.67748721852
186.189849853516,857.917965734145
185.895050048828,857.302613166361
185.588745117188,856.811082165289
185.290550231934,856.30138805913
184.99649810791,855.919662080652
184.694198608398,855.479107498468
184.40015411377,854.818262484682
184.088752746582,854.220421836704
183.793998718262,853.714331150429
183.494049072266,853.136347273285
183.182754516602,852.665540316713
182.894805908203,852.204039761412
182.583854675293,851.544026979932
182.2958984375,851.094306161918
181.978904724121,850.264956006817
181.68970489502,849.686172018613
181.378646850586,849.183810317096
181.085998535156,848.992373525582
180.792594909668,848.48618939568
180.492950439453,847.840718778723
180.190299987793,847.314482230392
179.889450073242,846.605385263481
179.584648132324,846.004589460785
179.288246154785,845.269077148438
178.977096557617,844.84688715916
178.687805175781,844.169674910003
178.384948730469,843.558004605162
178.090797424316,843.308337833181
177.795951843262,842.660020105699
177.484298706055,841.941593376608
177.200347900391,841.477193148743
176.878952026367,840.480070800782
176.586250305176,839.852958936505
176.276397705078,839.248591835172
176.00040435791,838.862541168812
175.681198120117,838.290777133119
175.393699645996,837.732679227942
175.083847045898,836.78096172258
174.775856018066,836.184592811735
174.48494720459,835.501884909238
174.195449829102,834.993037635953
173.884750366211,834.395267070696
173.573501586914,833.725127336091
173.279197692871,833.120576267616
172.991401672363,832.252336042816
172.674102783203,831.627928203508
172.38680267334,830.952538105086
172.072700500488,830.420180999158
171.780899047852,829.764145412071
171.488998413086,829.041326832491
171.184852600098,828.463272872626
170.893646240234,827.681634449679
170.583854675293,827.008002259498
170.287902832031,826.340762197457
169.994201660156,825.663482785692
169.67985534668,824.943432473576
169.38264465332,824.229756768919
169.089500427246,823.591624396829
168.778854370117,822.972627527574
168.46940612793,822.302587076823
168.190002441406,821.497795075062
167.884895324707,820.77601021561
167.580848693848,820.001385904949
167.285751342773,819.417012819777
166.974098205566,818.691326688879
166.687652587891,817.993142185586
166.374954223633,817.311333678003
166.09049987793,816.516899318321
165.787750244141,815.980585458794
165.476547241211,815.241195235907
165.185203552246,814.558332567402
164.884651184082,813.867255620022
164.577194213867,813.015067258348
164.286102294922,812.336780407476
163.979499816895,811.461607833564
163.679252624512,810.788098288143
163.375297546387,810.013453536689
163.08740234375,809.381692851946
162.772850036621,808.563082873775
162.486953735352,807.834818282782
162.178398132324,807.010960860907
161.887893676758,806.344085813037
161.582893371582,805.528422229243
161.289047241211,804.923938323376
160.975601196289,804.065214748009
160.690055847168,803.403993039599
160.374397277832,802.525506137025
160.085494995117,801.853646455652
159.793800354004,801.04481009689
159.479698181152,800.309335746017
159.184501647949,799.393602797564
158.872497558594,798.797371132047
158.587547302246,798.011691272213
158.291946411133,797.202338053385
157.976043701172,796.403059225643
157.688049316406,795.459147183287
157.380546569824,794.649919529336
157.089645385742,793.81337421492
156.779350280762,793.121237266392
156.486396789551,792.47571992762
156.171043395996,791.591646848193
155.882743835449,790.683295946309
155.588600158691,789.806780120252
155.289047241211,789.164188735064
154.972801208496,788.389506022135
154.681503295898,787.701495193781
154.38990020752,786.860254337086
154.076156616211,786.216556228937
153.77815246582,784.96110313266
153.486351013184,784.24306769876
153.174949645996,783.490440602022
152.86890411377,782.754791044348
152.580101013184,782.073750526578
152.283905029297,781.275260129442
151.964904785156,780.420870002298
151.684951782227,779.240434618184
151.38850402832,778.706080154718
151.079750061035,777.722039914599
150.77165222168,776.918331274893
150.484504699707,776.11542566636
150.174453735352,775.155946499694
149.874900817871,774.305846019072
149.579750061035,773.41554141774
149.274101257324,772.537174239814
148.987953186035,771.832676451441
148.67259979248,770.931181975721
148.382301330566,770.073816253064
148.07194519043,769.214599178539
147.784599304199,768.850691731772
147.487701416016,767.96935479856
147.175750732422,767.205479425169
146.886703491211,766.289492426853
146.579200744629,765.307180893841
146.286346435547,764.498928557751
145.977249145508,763.643335343903
145.673149108887,762.875187844669
145.384353637695,761.926752546721
145.071403503418,761.088487285539
144.777000427246,760.437278645834
144.470703125,759.738980258118
144.173004150391,758.680147154564
143.882301330566,757.786866957721
143.578598022461,756.749134593291
143.28394317627,755.929087919348
142.971549987793,754.923377518
142.67805480957,754.226206294041
142.378395080566,753.350513939951
142.074493408203,752.555822610294
141.786399841309,751.730875986137
141.469749450684,750.901511230469
141.163597106934,750.050327387791
140.881553649902,749.16380725337
140.569351196289,748.27304419424
140.272651672363,747.289030235142
139.982299804688,746.59357019761
139.678153991699,745.591816549863
139.362648010254,744.594206542969
139.075050354004,743.819602673101
138.784851074219,743.090237199372
138.47705078125,742.410986711091
138.16764831543,741.363147834329
137.878799438477,740.49917973537
137.571701049805,739.369192229627
137.274642944336,738.687477165671
136.964454650879,737.718142616422
136.672996520996,737.078316578584
136.380294799805,736.239846909466
136.069046020508,735.471465801164
135.761695861816,734.416098872167
135.465454101563,733.622362419577
135.173851013184,732.689222675398
134.863357543945,731.80616579542
134.577102661133,730.921809464997
134.278602600098,730.024271742877
133.968055725098,729.140382630591
133.677749633789,728.35388805913
133.372299194336,727.477275869332
133.073799133301,726.628883655025
132.777900695801,725.809745136336
132.467597961426,724.976800321691
132.177803039551,724.126463311887
131.86669921875,723.261575377221
131.574600219727,722.278183402267
131.266647338867,721.331649098116
130.976348876953,720.490723613664
130.657104492188,719.886593041513
130.358551025391,719.050865358839
130.063850402832,718.124097302007
129.776748657227,717.27100078508
129.467597961426,716.301263260187
129.17945098877,715.47475145527
128.87035369873,714.774776922488
128.575401306152,713.767591863894
128.269096374512,712.882858838848
127.975650787354,711.981708936505
127.669849395752,711.403754260493
127.374950408936,710.598903856464
127.068702697754,709.728520268459
126.771949768066,708.744631874234
126.464149475098,707.901285615809
126.177349090576,707.012779804304
125.861797332764,706.102419864431
125.575901031494,705.311346555223
125.258251190186,704.389309082032
124.97465133667,703.520046817556
124.660900115967,702.615524184284
124.37979888916,701.863816923253
124.069499969482,701.158279574525
123.780750274658,700.349860791973
123.472499847412,699.513665891162
123.173896789551,698.717844477635
122.868347167969,697.950234279259
122.557498931885,696.638025859758
122.272102355957,695.876273408777
121.972702026367,695.034442689186
121.670497894287,694.223054151348
121.378551483154,693.596021130132
121.072151184082,692.735729453892
120.781448364258,691.907313735064
120.469699859619,690.906830336627
120.178798675537,690.101296626072
119.868900299072,689.292127374387
119.558502197266,688.46366785386
119.268100738525,687.74277070887
118.971347808838,686.929904593674
118.659049987793,685.979486538757
118.363750457764,685.27339436849
118.06164932251,684.601654411765
117.767250061035,683.698691119026
117.476951599121,682.970131596584
117.169048309326,682.111796396294
116.866897583008,681.381806018306
116.561599731445,680.313050369562
116.262599945068,679.530346105239
115.971801757813,678.799526415058
115.658046722412,678.004399988512
115.362899780273,677.530830604703
115.073047637939,676.709621725644
114.752902984619,675.726361155791
114.467750549316,674.850703843061
114.157001495361,673.922341404335
113.856601715088,673.080452282476
113.568702697754,672.580633999694
113.25804901123,671.799518277037
112.965152740479,671.11946183747
112.66849899292,670.394120279948
112.363151550293,669.590875938266
112.063251495361,668.722434225643
111.770301818848,668.037857450598
111.474197387695,667.148449324066
111.165802001953,666.216571068858
110.870399475098,665.435747357537
110.563701629639,664.804483092064
110.273349761963,664.196533011642
109.965847015381,663.336293897441
109.659301757813,662.684708563113
109.365951538086,661.837244944853
109.072700500488,660.99980607575
108.763252258301,660.247024213005
108.453651428223,659.642893640855
108.165199279785,658.968294893152
107.866149902344,658.225406374464
107.561199188232,657.456327359069
107.265949249268,656.666168045343
106.964450836182,655.869642884498
106.666896820068,655.285237678079
106.359901428223,654.339109269684
106.072547912598,653.729182272519
105.755149841309,652.918988061045
105.461399078369,652.403596813726
105.155750274658,651.596868776808
104.866600036621,650.896666475184
104.558750152588,650.085169893152
104.26139831543,649.352233120787
103.970901489258,648.624035692402
103.663200378418,648.003234193091
103.367050170898,647.364748487286
103.060249328613,646.733744111902
102.770450592041,645.984343740426
102.454299926758,644.914901865042
102.157001495361,644.391588350184
101.870601654053,643.553375651042
101.552799224854,642.809485533471
